Boolean,Quotes,Themes
1,"Have you ever been at sea in a dense fog, when it seemed as if a tangible white darkness shut you in, and the great ship, tense and anxious, groped her way toward the shore with plummet and sounding-line, and you waited with beating heart for something to happen? I was like that ship before my education began, only I was without compass or sounding-line, and had no way of knowing how near the harbor was. “Light! Give me light!” was the wordless cry of my soul, and the light of love shone on me in that very hour.","[""education"", ""friendship-community-and-goodwill""]"
1,"We read and studied out of doors, preferring the sunlit woods to the house. All my early lessons have in them the breath of the woods—the fine, resinous odour of pine needles, blended with the perfume of wild grapes. Seated in the gracious shade of a wild tulip tree, I learned to think that everything has a lesson and a suggestion. “The loveliness of things taught me all their use.” Indeed, everything that could hum, or buzz, or sing, or bloom, had a part in my education—noisy-throated frogs, katydids and crickets held in my hand until, forgetting their embarrassment, they trilled their reedy note, little downy chickens and wildflowers, the dogwood blossoms, meadow-violets and budding fruit trees. ","[""education""]"
1,"I had known for a long time that the people about me used a method of communication different from mine; and even before I knew that a deaf child could be taught to speak, I was conscious of dissatisfaction with the means of communication I already possessed. One who is entirely dependent upon the manual alphabet has always a sense of restraint, of narrowness. This feeling began to agitate me with a vexing, forward-reaching sense of a lack that should be filled. ","[""determination-and-perseverance"", ""storytelling-and-communication""]"
1,"The stories [from “Birdie and His Friends”] had little or no meaning for me then, but the mere spelling of the strange words was sufficient to amuse a little who could who could do almost nothing to amuse herself; and although I do not recall a single circumstance connected with the reading of the stories, yet I cannot help thinking that I made a great effort to remember the words.… One thing is certain, the language was ineffaceably stamped upon my brain, though for a long time no one knew it, least of all myself. ","[""storytelling-and-communication"", ""education""]"
1,It seems strange to many people that I should be impressed by the wonders and beauties of Niagara. They are always asking: what does this beauty or that music mean to you? You cannot see the waves rolling up the beach or hear their roar. What do they mean to you?” In the most evident sense they mean everything. I cannot fathom or define their meaning any more than I can fathom or define love or religion or goodness.,"[""storytelling-and-communication""]"
1,"I do not blame any one. The administrative board of Radcliffe did not realize how difficult they were making my examinations, nor did they understand the peculiar difficulties I had to surmount. But if they unintentionally placed obstacles in my way, I have the consolation of knowing that I overcame them all.","[""determination-and-perseverance"", ""education""]"
1,"I remember my first day at Radcliffe. It was a day full of interest for me. I had looked forward to it for years. A potent force within me, stronger than the persuasion of my friends, stronger even than the pleadings of my heart, had impelled me to try my strength by the standards of those who see and hear. I knew that there were many obstacles in the way; but I was eager to overcome them. I had taken to heart the words of the wise Roman who said, “To be banished from Rome is but to live outside of Rome.” Debarred from the great highways of knowledge, I was compelled to make the journey across by unfrequented roads—that was all; and I knew that in college there were many bypaths where I could touch hands with girls who were thinking, loving and struggling like me. ","[""determination-and-perseverance"", ""education"", ""friendship-community-and-goodwill""]"
1,"I read [books] in the intervals between study and play with an ever-deepening sense of pleasure. I did not study nor analyze them—I did not know whether they were well written or not; I never thought about style or authorship. They laid their treasures at my feet, and I accepted them as we accept the sunshine and the love of our friends. I loved Little Women because it gave me a sense of kinship with girls and boys who could see and hear. Circumscribed as my life was in so many ways, I had to look between the covers of books for news of the world that lay outside my own. ","[""storytelling-and-communication"", ""education"", ""friendship-community-and-goodwill""]"
1,"Is it no true, then, that my life with all its limitations touches at many points the life of the World Beautiful? Everything has its wonders, even darkness and silence, and I learn, whatever state I may be in, therein to be content. Sometimes, it is true, a sense of isolation enfolds me like a cold mist as I sit alone and wait at life’s shut gate. Beyond there is light, and music, and sweet companionship; but I may not enter. Fate, silent, pitiless, bars the way. Fain would I question his imperious decree; for my heart is still undisciplined and passionate; but my tongue will not utter the bitter, futile words that rise to my lips, and they fall back into my heart like unshed tears. Silence sits immense upon my soul. Then comes hope with a smile and whispers, “There is joy in self-forgetfulness.” So I try to make the light in others’ eyes my sun, the music in others’ ears my symphony, the smile on others’ lips my happiness. ","[""determination-and-perseverance"", ""storytelling-and-communication"", ""education"", ""friendship-community-and-goodwill""]"
1,"Thus it is that my friends have made the story of my life. In a thousand ways they have turned my limitations into beautiful privileges, and enabled me to walk serene and happy in the shadow cast by my deprivation. ","[""determination-and-perseverance"", ""friendship-community-and-goodwill""]"
1,"I wandered down the hall in case Mum was awake. The door to her room was open. I stood there. Maybe Dad was telling the truth, maybe she had just gone to bed and was waiting to hear how my first day went. I stepped into the doorway. A thickness in the air hung still and stale.","[""family"", ""friendship-and-teamwork""]"
1,"Suddenly I was sucked deeper into that long black tunnel, the memories of Fin and Daniel and how we once were, and the worst thing, the knowing. Knowing more than anything I'd ever know that things would never be the same.","[""family"", ""identity-and-independence""]"
1,"Somewhere in the bush, hard to say how far away, I could hear the painful sound of groaning, retching sobs. It was Daniel but I couldn't go to him. Part of me wanted to, the other part didn't. I knew I had to stay with Fin, stay with the mess Daniel had made. Yet a voice inside of me was screaming, ""He's alive, he's alive. Daniel's alive.""","[""family"", ""identity-and-independence"", ""debt-and-redemption""]"
1,The thought of Dad hurting and the possibility that he could drop his bundle at any moment was too much for me to swallow.,"[""family""]"
1,"There were so many times when I just couldn't believe this'd happened, happened to me, to my family. This sort of thing happened to other people, not the Brennans.","[""family"", ""friendship-and-teamwork""]"
1,"""It gets him out of the mainstream for a while, gives him a bit of breathing space,"" explained Brendan. ""He finds the visiting hard. I mean, it's his lifeline, but the guilt resurfaces every time. That's what strangles him.""","[""family"", ""friendship-and-teamwork"", ""debt-and-redemption""]"
1,"I mean, it was bad—it was all bad—but even after the worst visits, there was still hope when you left him, some hope in the realization that one day Daniel'd be getting out of there, a free man.","[""identity-and-independence"", ""debt-and-redemption""]"
1,"Once, probably not that long ago, I'm not sure I could've gone back at all. But here I was sliding the drawer open. ","[""family"", ""friendship-and-teamwork"", ""identity-and-independence""]"
1,"Bennie's just wasn't the same. Everyone got along, and there was no one person you'd call an arsehole, and they had team unity—you couldn't deny them that. But what they didn't have was technique, and that's what put them on the outer next to teams like St. John's that could play the game in their sleep.","[""friendship-and-teamwork"", ""identity-and-independence""]"
1,"Since Dad's rave I'd been giving it all a fair bit of thought, but I couldn't exactly put my finger on it. ","[""friendship-and-teamwork"", ""debt-and-redemption""]"
1,"""We were fighting all the time. The new young players were shit-scared. If you had a bad game you were dead meat. It wasn't about us, it was all about the Wattle Shield. We stopped looking out for each other."" ","[""friendship-and-teamwork"", ""identity-and-independence""]"
1,"I hadn't enjoyed the last season at St. John's, that I knew now. It hadn't mattered how good my game was, the pressure, the disgruntlement, the unpredictability of Daniel just didn't add up to good footy. It added up to frustration and division.","[""friendship-and-teamwork"", ""identity-and-independence""]"
1,"We were. The three of us, like brothers.","[""family"", ""identity-and-independence""]"
1,"She did not hear the story as many women have heard the same, with a paralyzed inability to accept its significance. She wept at once, with sudden, wild abandonment, in her sister’s arms.","[""women-in-19th-century-society"", ""freedom-and-independence""]"
1,"For the first few days [Maman] was at the home she cried a lot. But that was because she wasn't used to it. A few months later and she would have cried if she'd been taken out. She was used to it. That's partly why I didn't go there much this past year. And also because it took up my Sunday – not to mention the trouble of getting to the bus, buying tickets, and spending two hours traveling.","[""indifference-and-passivity"", ""importance-of-physical-experience"", ""relationships""]"
1,"Once we were dressed, she seemed very surprised to see I was wearing a black tie and asked me if I was in mourning. I told her Maman had died. She wanted to know how long ago, so I said, ""Yesterday."" She gave a little start but didn't say anything. I felt like telling her it wasn't my fault, but I stopped myself because I remembered that I'd already said that to my boss. It didn't mean anything. Besides, you always feel a little guilty. ","[""meaninglessness-of-life-and-the-absurd"", ""indifference-and-passivity"", ""relationships""]"
1,…[Marie] asked me if I loved her. I told her it didn't mean anything but that I didn't think so. She looked sad. ,"[""meaninglessness-of-life-and-the-absurd"", ""indifference-and-passivity"", ""relationships""]"
1,"Then [my boss] asked me if I wasn't interested in a change of life. I said that people never change their lives, that in any case one life was as good as another and that I wasn't dissatisfied with mine here at all. He looked upset and told me that I never gave him a straight answer, that I had no ambition, and that that was disastrous in business. So I went back to work. I would rather not have upset him, but I couldn't see any reason to change my life. Looking back on it, I wasn't unhappy. When I was a student, I had lots of ambitions like that. But when I had to give up my studies I learned very quickly that none of it really mattered. ","[""meaninglessness-of-life-and-the-absurd"", ""chance-and-interchangeability"", ""indifference-and-passivity""]"
1,"The sun was the same as it had been the day I'd buried Maman, and like then, my forehead especially was hurting me, all the veins in it throbbing under the skin. It was this burning, which I couldn't stand anymore, that made me move forward. I knew that it was stupid, that I wouldn't get the sun off me by stepping forward. But I took a step, one step, forward. ","[""indifference-and-passivity"", ""importance-of-physical-experience""]"
1,"The investigators had learned that I had ""shown insensitivity"" the day of Maman's funeral. ""You understand,"" my lawyer said, ""it's a little embarrassing for me to have to ask you this. But it's very important. And it will be a strong argument for the prosecution if I can't come up with some answers."" He wanted me to help him. He asked if I had felt any sadness that day. The question caught me by surprise and it seemed to me that I would have been very embarrassed if I'd had to ask it. Nevertheless I answered that I had pretty much lost the habit of analyzing myself and that it was hard for me to tell him what he wanted to know. I probably did love Maman, but that didn't mean anything…I explained to him…that my nature was such that my physical needs often got in the way of my feelings. ","[""meaninglessness-of-life-and-the-absurd"", ""indifference-and-passivity"", ""importance-of-physical-experience"", ""relationships""]"
1,"There were others worse off than me. Anyway, it was one of Maman's ideas…that after a while you could get used to anything. ","[""indifference-and-passivity""]"
1,"Come now, is my client on trail for burying his mother or for killing a man? ","[""chance-and-interchangeability"", ""indifference-and-passivity""]"
1,"But were their two speeches so different after all? My lawyer raised his arms and pleaded guilty, but with an explanation. The prosecutor waved his hands and proclaimed my guilt, but without an explanation…In a way, they seemed to be arguing the case as if it had nothing to do with me…There were times when I felt like breaking in on all of them and saying, ""Wait a minute! Who's the accused here? Being the accused counts for something. And I have something to say!"" But on second thought, I didn't have anything to say. ","[""meaninglessness-of-life-and-the-absurd"", ""chance-and-interchangeability"", ""indifference-and-passivity""]"
1," …the guillotine is on the same level as the man approaching it. He walks up to it the way you walk up to another person. That bothered me too. Mounting the scaffold, going right up into the sky, was something imagination could hold on to. Whereas…the machine destroyed everything: you were killed discreetly, with a little shame and with great precision. ","[""meaninglessness-of-life-and-the-absurd"", ""importance-of-physical-experience""]"
1,"As a sociologist I had a keen interest in how life feels to people on the right—that is, in the emotion that underlies politics. To understand their emotions, I had to imagine myself into their shoes. Trying this, I came upon their “deep story,” a narrative as felt.","[""trust-empathy-and-political-progress"", ""personal-identity-and-emotional-self-interest""]"
1,"Looking out the window of the truck, it’s clear that Mike and I see different things. Mike sees a busy, beloved, bygone world. I see a field of green.","[""trust-empathy-and-political-progress"", ""government-regulation-and-individual-freedom""]"
1,"In the life of one man, Lee Sherman, I saw reflected both sides of the paradox—the need for help and a principled refusal of it.","[""government-regulation-and-individual-freedom"", ""the-environment-and-the-economy"", ""personal-identity-and-emotional-self-interest""]"
1,"The Arenos didn't simply remember the good old days of a clean Bayou d'Inde. They remembered against the great forgetting of industry and state government. This institutional forgetting altered the private act of mourning. And not just that. It altered the Arenos’ very identity. They had not left Bayou d'Inde. They were stayers. They didn't want to leave, and even if they had wanted to, they couldn't afford to. The polluting companies had given them no money to enable them to move. And the value of their house had now fallen, for who would want to live on Bayou d'Inde Pass Road, even in a home as beautifully kept up as theirs? The Arenos had become stay-at-home migrants. They had stayed. The environment had left.","[""trust-empathy-and-political-progress"", ""the-environment-and-the-economy"", ""personal-identity-and-emotional-self-interest""]"
1,At least the authors of the protocol were honest in what was a terrible answer to the Great Paradox. “You got a problem? Get used to it.”,"[""government-regulation-and-individual-freedom"", ""the-environment-and-the-economy"", ""personal-identity-and-emotional-self-interest""]"
1,"Churches typically ask parishioners to tithe—to give 10 percent of their income. For many this is a large sum, but it is considered an honor to give it. They pay taxes, but they give at church.","[""trust-empathy-and-political-progress"", ""government-regulation-and-individual-freedom"", ""personal-identity-and-emotional-self-interest""]"
1,"As an ideal, the American Dream proposed a right way of feeling. You should feel hopeful, energetic, focused, mobilized. Progress—its core idea—didn't go with feeling confused or mournful.","[""capitalism-media-and-class-conflict"", ""personal-identity-and-emotional-self-interest""]"
1,"“I don't mind somebody being gay if they want to be gay. Just be a regular person, go to work, mow the lawn, fish. You don't have to be shouting it from the mountaintops. Don't make me change and don't call me a bigot if I don't.”","[""trust-empathy-and-political-progress"", ""capitalism-media-and-class-conflict"", ""personal-identity-and-emotional-self-interest""]"
1,"Jackie's lesson ran counter to the deep story; one shouldn't wish too much for what seems like the next step toward the American Dream. That was grabbing. On the other hand, she had struggled hard emotionally not to grab for it.","[""the-environment-and-the-economy"", ""personal-identity-and-emotional-self-interest""]"
1,"“We need Mikes.” Don't be a Cowboy in enduring pollution, he seemed to say. Be a Cowboy fighting it.","[""government-regulation-and-individual-freedom"", ""the-environment-and-the-economy"", ""personal-identity-and-emotional-self-interest""]"
1,How do you join the identity politics parade and also bring it to a halt?,"[""trust-empathy-and-political-progress"", ""capitalism-media-and-class-conflict"", ""personal-identity-and-emotional-self-interest""]"
1,"While economic self-interest is never entirely absent, what I discovered was the profound importance of emotional self-interest—a giddy release from the feeling of being a stranger in one’s own land.","[""trust-empathy-and-political-progress"", ""capitalism-media-and-class-conflict"", ""personal-identity-and-emotional-self-interest""]"
1,"Louisianans are sacrificial lambs to the entire American industrial system. Left or right, we all happily use plastic combs, toothbrushes, cell phones, and cars, but we don't all pay for it with high pollution. As research for this book shows, red states pay for it more—partly through their own votes for easier regulation and partly through their exposure to a social terrain of politics, industry, television channels, and a pulpit that invites them to do so. In one way, people in blue states have their cake and cat it too, while many in red states have neither. Paradoxically, politicians on the right appeal to this sense of victimhood, even when policies such as those of former governor Jindal exacerbate the problem.","[""government-regulation-and-individual-freedom"", ""the-environment-and-the-economy"", ""personal-identity-and-emotional-self-interest""]"
1,"Disaggregated, such smaller narratives hung free, maybe to gather in some new way downstream. And to all this was the background presence of a powerful truth—life had been hard for them and it could get a lot worse.","[""trust-empathy-and-political-progress"", ""capitalism-media-and-class-conflict""]"
1,"They told me to take a street-car named Desire, and transfer to one called Cemeteries, and ride six blocks and get off at—Elysian Fields!","[""sexual-desire"", ""fantasy-and-delusion"", ""interior-and-exterior-appearance""]"
1,"I never met a woman that didn’t know if she was good-looking or not without being told, and some of them give themselves credit for more than they’ve got. ","[""sexual-desire"", ""interior-and-exterior-appearance"", ""masculinity-and-physicality"", ""femininity-and-dependence""]"
1,"The kitchen now suggests that sort of lurid nocturnal brilliance, the raw colors of childhood’s spectrum. ","[""sexual-desire"", ""fantasy-and-delusion"", ""interior-and-exterior-appearance""]"
1,There are things that happen between a man and a woman in the dark–that sort of make everything else seem–unimportant. ,"[""sexual-desire"", ""interior-and-exterior-appearance"", ""masculinity-and-physicality"", ""femininity-and-dependence""]"
1,"Young man! Young, young, young man! Has anyone ever told you that you look like a young Prince out of the Arabian Nights? ","[""sexual-desire"", ""fantasy-and-delusion"", ""interior-and-exterior-appearance""]"
1,Sometimes–there’s God–so quickly! ,"[""sexual-desire"", ""fantasy-and-delusion"", ""masculinity-and-physicality"", ""femininity-and-dependence""]"
1,"It’s only a paper moon, Just as phony as it can be–But it wouldn’t be make-believe If you believed in me!","[""sexual-desire"", ""fantasy-and-delusion"", ""interior-and-exterior-appearance""]"
1,I told you already I don’t want none of his liquor and I mean it. You ought to lay off his liquor. He says you’ve been lapping it up all summer like a wild-cat! ,"[""sexual-desire"", ""interior-and-exterior-appearance"", ""masculinity-and-physicality""]"
1,Tiger–tiger! Drop the bottle-top! Drop it! We’ve had this date with each other from the beginning! ,"[""sexual-desire"", ""fantasy-and-delusion"", ""masculinity-and-physicality"", ""femininity-and-dependence""]"
1,Please don’t get up. I’m only passing through. ,"[""sexual-desire"", ""fantasy-and-delusion"", ""femininity-and-dependence""]"
1," I had neither kith nor kin in England, and was therefore as free as air — or as free as an income of eleven shillings and sixpence a day will permit a man to be. Under such circumstances I naturally gravitated to London, that great cesspool into which all the loungers and idlers of the Empire are irresistibly drained. There I stayed for some time at a private hotel in the Strand, leading a comfortless, meaningless existence, and spending such money as I had, considerably more freely than I ought. ","[""injustice-and-hypocrisy""]"
1," Nothing could exceed his energy when the working fit was upon him; but now and again a reaction would seize him, and for days on end he would lie upon the sofa in the sitting-room, hardly uttering a word or moving… I have noticed such a dreamy, vacant expression in his eyes, that I might have suspected him of being addicted to the use of some narcotic, had not the temperance and cleanliness of his whole life forbidden such a notion. ","[""observation-and-deduction"", ""revenge-and-murder""]"
1," “Gregson is the smartest of the Scotland Yarders,” my friend remarked; “he and Lestrade are the pick of a bad lot. They are both quick and energetic, but conventional — shockingly so. They have their knives into one another, too. They are as jealous as a pair of professional beauties. There will be some fun over this case if they are both put upon the scent.” ","[""injustice-and-hypocrisy"", ""gender-and-misogyny""]"
1," “I’m not going to tell you much more of the case, Doctor. You know a conjurer gets no credit once he has explained his trick; and if I show you too much of my method of working, you will come to the conclusion that I am a very ordinary individual after all.”“I shall never do that,” I answered; “you have brought detection as near an exact science as it ever will be brought in this world.”My companion flushed up with pleasure at my words, and the earnest way in which I uttered them. I had already observed that he was as sensitive to flattery on the score of his art as any girl could be of her beauty.“I’ll tell you one other thing,” he said. ","[""observation-and-deduction"", ""gender-and-misogyny"", ""revenge-and-murder""]"
1," Oh, bless you, it doesn’t matter in the least. If the man is caught, it will be on account of their exertions; if he escapes, it will be in spite of their exertions. It’s heads I win and tails you lose. Whatever they do, they will have followers. “Un sot trouve toujours un plus sot qui l’admire.” ","[""injustice-and-hypocrisy""]"
1," He had always determined, deep down in his resolute heart, that nothing would ever induce him to allow his daughter to wed a Mormon. Such a marriage he regarded as no marriage at all, but as a shame and a disgrace. Whatever he might think of the Mormon doctrines, upon that one point he was inflexible. ","[""injustice-and-hypocrisy"", ""gender-and-misogyny""]"
1," “We have come,” continued Stangerson, “at the advice of our fathers to solicit the hand of your daughter for whichever of us may seem good to you and to her. As I have but four wives and Brother Drebber here has seven, it appears to me that my claim is the stronger one.”“Nay, nay, Brother Stangerson,” cried the other; “the question is not how many wives we have, but how many we can keep. My father has now given over his mills to me, and I am the richer man.”“But my prospects are better,” said the other, warmly. “When the Lord removes my father, I shall have his tanning yard and his leather factory. Then I am your elder, and am higher in the Church.”“It will be for the maiden to decide,” rejoined young Drebber, smirking at his own reflection in the glass. “We will leave it all to her decision.” ","[""injustice-and-hypocrisy"", ""gender-and-misogyny""]"
1," “It don’t much matter to you why I hated these men,” he said; “it’s enough that they were guilty of the death of two human beings — a father and a daughter — and that they had, therefore, forfeited their own lives. After the lapse of time that has passed since their crime, it was impossible for me to secure a conviction against them in any court. I knew of their guilt though, and I determined that I should be judge, jury, and executioner all rolled into one. You’d have done the same, if you have any manhood in you, if you had been in my place.” ","[""injustice-and-hypocrisy"", ""gender-and-misogyny"", ""revenge-and-murder""]"
1," “…It is an open secret that the credit of this smart capture belongs entirely to the well-known Scotland Yard officials, Messrs Lestrade and Gregson. The man was apprehended, it appears, in the rooms of a certain Mr Sherlock Holmes, who has himself, as an amateur, shown some talent in the detective line, and who, with such instructors may hope in time to attain some degree of their skill. It is expected that a testimonial of some sort will be presented to the two officers as a fitting recognition of their services.”“Didn’t I tell you so when we started?” cried Sherlock Holmes, with a laugh. “That’s the result of all our Study in Scarlet; to get them a testimonial!”“Never mind,” I answered; “I have all the facts in my journal, and the public shall know them.” ","[""injustice-and-hypocrisy""]"
1,"Freedom was easy--the farmer had no objection to that. But he didn't want to give up any land. So he told the slave that he was very sorry that he had to give him valley land. He had hoped to give him a piece of the Bottom. The slave blinked and said he thought valley land was bottom land. The master said, ""Oh, no! See those hills? That's bottom land, rich and fertile."" ""But it's high up in the hills,"" said the slave. ""High up from us,"" said the master, ""but when God looks down, it's the bottom. That's why we call it so. It's the bottom of heaven—best land there is."" So the slave pressed his master to try to get him some. He preferred it to the valley. And it was done. The nigger got the hilly land, where planting was backbreaking, where the soil slid down and washed away the seeds, and where the wind lingered all through the winter.","[""race-and-racism"", ""suffering-and-community-identity"", ""signs-names-and-interpretation""]"
1,"There in the toilet water he saw a grave black face. A black so definite, so unequivocal, it astonished him. He had been harboring a skittish apprehension that he was not real—that he didn't exist at all. But when the blackness greeted him with its indisputable presence, he wanted nothing more. In his joy he took the risk of letting one edge of the blanket drop and glanced at his hands. They were still. Courteously still. Shadrack rose and returned to the cot, where he fell into the first sleep of his new life. ","[""race-and-racism"", ""suffering-and-community-identity"", ""signs-names-and-interpretation""]"
1,"He was a seaman (or rather a lakeman, for he was a ship's cook on one of the Great Lakes lines), in port only three days out of every sixteen. He took his bride to his home in Medallion and put her in a lovely house with a brick porch and real lace curtains at the window. His long absences were quite bearable for Helene Wright, especially when, after some nine years of marriage, her daughter was born. Her daughter was more comfort and purpose than she had ever hoped to find in this life.","[""love-and-sexuality"", ""women-motherhood-and-gender-roles""]"
1,"Slowly each boy came out of whatever cocoon he was in at the time his mother or somebody gave him away, and accepted Eva's view, becoming in fact as well as in name a dewey—joining with the other two to become a trinity with a plural name... inseparable, loving nothing and no one but themselves. When the handle from the icebox fell off, all the deweys got whipped, and in dry-eyed silence watched their own feet as they turned their behinds high up into the air for the stroke.","[""suffering-and-community-identity"", ""signs-names-and-interpretation""]"
1,"Sula was a heavy brown with large quiet eyes, one of which featured a birthmark that spread from the middle of the lid toward the eyebrow, shaped something like a stemmed rose. It gave her otherwise plain face a broken excitement and blue-blade threat like the keloid scar of the razored man who sometimes played checkers with her grandmother. The birthmark was to grow darker as the years passed, but now it was the same shade as her gold-flecked eyes, which, to the end, were as steady and clean as rain.","[""signs-names-and-interpretation""]"
1,"“There wasn't space for him in my womb. And he was crawlin' back. Being helpless and thinking baby thoughts and dreaming baby dreams and messing up his pants again and smiling all the time. I had room enough in my heart, but not in my womb, not no more. I birthed him once. I couldn't do it again. He was growed, a big old thing. Godhavemercy, I couldn't birth him twice.”","[""love-and-sexuality"", ""women-motherhood-and-gender-roles""]"
1,"She was not only a little drunk, she was weary and had been for weeks. Her only child's wedding—the culmination of all she had been, thought or done in this world—had dragged from her energy and stamina even she did not know she possessed. Her house had to be thoroughly cleaned, chickens had to be plucked, cakes and pies made, and for weeks she, her friends and her daughter had been sewing. Now it was all happening and it took only a little cane juice to snap the cords of fatigue and damn the white curtains that she had pinned on the stretcher only the morning before.","[""women-motherhood-and-gender-roles""]"
1,"""But Jude,"" she would say, ""you knew me. All those days and years, Jude, you knew me. My ways and my hands and how my stomach folded and how we tried to get Mickey to nurse and how about that time when the landlord said... but you said... and I cried, Jude. You knew me and had listened to the things I said in the night, and heard me in the bathroom and laughed at my raggedy girdle and I laughed too because I knew you too, Jude. So how could you leave me when you knew me?""","[""love-and-sexuality"", ""suffering-and-community-identity"", ""women-motherhood-and-gender-roles""]"
1,"When the word got out about Eva being put in Sunnydale, the people in the Bottom shook their heads and said Sula was a roach. Later, when they saw how she took Jude, then ditched him for others, and heard how he bought a bus ticket to Detroit (where he bought but never mailed birthday cards to his sons), they forgot all about Hannah's easy ways (or their own) and said she was a bitch. Everybody remembered the plague of robins that announced her return, and the tale about her watching Hannah burn was stirred up again…","[""race-and-racism"", ""love-and-sexuality"", ""suffering-and-community-identity""]"
1,"I know what every colored woman in this country is doing."" ""What's that?"" ""Dying. Just like me. But the difference is they dying like a stump. Me, I'm going down like one of those redwoods. I sure did live in this world."" ""Really? What have you got to show for it?"" ""Show? To who? Girl, I got my mind. And what goes on in it. Which is to say, I got me."" ""Lonely, ain't it?"" ""Yes. But my lonely is mine. Now your lonely is somebody else's. Made by somebody else and handed to you. Ain't that something? A secondhand lonely.""","[""race-and-racism"", ""love-and-sexuality"", ""suffering-and-community-identity"", ""women-motherhood-and-gender-roles""]"
1,"It dazzled them, at first, and they were suddenly quiet. Their hooded eyes swept over the place where their hope had lain since 1927. There was the promise: leaf-dead. The teeth unrepaired, the coal credit cut off, the chest pains unattended, the school shoes unbought, the rush-stuffed mattresses, the broken toilets, the leaning porches, the slurred remarks and the staggering childish malevolence of their employers. All there in blazing sunlit ice rapidly becoming water.","[""race-and-racism"", ""suffering-and-community-identity""]"
1,"Nobody colored lived much up in the Bottom any more. White people were building towers for television stations up there and there was a rumor about a golf course or something. Anyway, hill land was more valuable now, and those black people who had moved down right after the war and in the fifties couldn't afford to come back even if they wanted to. Except for the few blacks still huddled by the river bend, and some undemolished houses on Carpenter's Road, only rich white folks were building homes in the hills. Just like that, they had changed their minds and instead of keeping the valley floor to themselves, now they wanted a hilltop house with a river view and a ring of elms. The black people, for all their new look, seemed awfully anxious to get to the valley, or leave town, and abandon the hills to whoever was interested. It was sad, because the Bottom had been a real place.","[""race-and-racism"", ""suffering-and-community-identity""]"
1,"That's what the lay-off is. Not just playing around and spending a lot of money, but a time for livin'. You think I haven't sized that up against what other women have? I laugh at them every time they try to tell me. Even waiting for Roo to get back is more exciting than anything they've got.","[""idealization-vs-reality"", ""gender-and-work"", ""loyalty-friendship-and-tradition""]"
1,"No, they're not. Someone's taking special care. Other times they've been pretty, but this one's beautiful. You can see.","[""youth-maturity-and-growing-up"", ""idealization-vs-reality"", ""loyalty-friendship-and-tradition""]"
1,"Y'know, it's a funny thing. All the wimmen I've ever knocked around with, there's never been one of them ever knitted anything for me. Now, why d'yer reckon that is?","[""youth-maturity-and-growing-up"", ""idealization-vs-reality"", ""loyalty-friendship-and-tradition""]"
1,"Oh, of course I've never been here, it's just the reputation that's been built up among the boys. I reckon you could say it's almost famous, up north.","[""youth-maturity-and-growing-up"", ""idealization-vs-reality"", ""loyalty-friendship-and-tradition""]"
1,"I started off trying to fix up what they broke. After that, I couldn't seem to stop. Emma always sez tryin' to shift heavy furniture on your own's a sign you're crooked on the world. Wonder what spring cleanin' at two o'clock in the morning means?","[""youth-maturity-and-growing-up"", ""loyalty-friendship-and-tradition""]"
1,"She glances up at me again but shows no sign that she recognizes me, even though I've been here every day for the last week. To her I'm just another anonymous face, another applicant, another someone who wants something from America.","[""immigration-and-the-american-dream"", ""isolation-vs-connection""]"
1,"In the end, she chose both. Korean and American. American and Korean.","[""immigration-and-the-american-dream""]"
1,"One day in the future, the meaning of irie will move on, and it will become just another word with a long list of archaic or obsolete definitions. ""Is everything irie?"" someone will ask you in a perfect American accent. ""Everything's irie,"" you will respond […] Neither of you will know about Abraham or the Rastafari religion or the Jamaican dialect. The word will be devoid of any history at all.","[""interconnectedness-and-destiny"", ""isolation-vs-connection""]"
1,"Maybe I should give up. I don't know why I haven't yet. The universe is clearly trying to save me from myself. I bet if I looked for signs about parting ways, I would find them.","[""passion-vs-reason"", ""interconnectedness-and-destiny""]"
1,"When they say the heart wants what it wants, they're talking about the poetic heart—the heart of love songs and soliloquies, the one that can break as if it were just-formed glass.","[""passion-vs-reason"", ""isolation-vs-connection""]"
1,Does he want to know how it feels to be undocumented? Or how I keep waiting for someone to find out I don't belong here at all?,"[""immigration-and-the-american-dream"", ""passion-vs-reason""]"
1,"America's not really a melting pot. It's more like one of those divided metal plates with separate sections for starch, meat, and veggies. ","[""immigration-and-the-american-dream"", ""interconnectedness-and-destiny"", ""isolation-vs-connection""]"
1,"When Natasha decides to wear hers in an Afro, it's not because she's aware of all this history. She does it despite Patricia Kingsley's assertions that Afros make women look militant and unprofessional. Those assertions are rooted in fear—fear that her daughter will be harmed by a society that still so often fears blackness.","[""immigration-and-the-american-dream"", ""interconnectedness-and-destiny""]"
1,"""Doesn't matter. People always ask where I'm from. I used to say here, but then they ask where are you really from, and then I say Korea. Sometimes I say North Korea and that my parents and I escaped from a water dungeon filled with piranhas where Kim Jong-un was holding us prisoner.""","[""immigration-and-the-american-dream"", ""interconnectedness-and-destiny"", ""isolation-vs-connection""]"
1,"Of all the ways today could've gone, I couldn't have predicted this. But now I'm sure that everything that's happened today has been leading me to her and us to this moment and this moment to the rest of our lives.","[""interconnectedness-and-destiny""]"
